CODICEIDENTIFICATIVOFARMACIA;CODFARMACIAASSEGNATODAASL;INDIRIZZO;DESCRIZIONEFARMACIA;PARTITAIVA;CAP;CODICECOMUNEISTAT;DESCRIZIONECOMUNE;FRAZIONE;CODICEPROVINCIAISTAT;SIGLAPROVINCIA;DESCRIZIONEPROVINCIA;CODICEREGIONE;DESCRIZIONEREGIONE;DATAINIZIOVALIDITA;DATAFINEVALIDITA;DESCRIZIONETIPOLOGIA;CODICETIPOLOGIA;orig_lat;orig_long;LOCALIZE;indirizzo_query;arcGIS_response;Long;Lat
8156;0;Via Vincenzo Gioberti, 127;BARGIONI DI NINCI SNC;6386840489;50121;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/01/2005;-;Ordinaria;1;43.77041;11.2550368;1;Via Vincenzo Gioberti, 127, 50121, FIRENZE;Via Vincenzo Gioberti 127, 50121, Firenze;11.272867962808023;43.77046954731953
8157;0;Piazza degli Ottaviani, 8/r;CAMILLI;500570973;50123;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/01/2005;-;Ordinaria;1;43.772423;11.2492738;1;Piazza degli Ottaviani, 8/r, 50123, FIRENZE;Piazza degli Ottaviani 8, 50123, Firenze;11.249433413959284;43.77271276824976
8158;0;Via Pietrapiana, 83/r;CANTO ALLE RONDINI SAS;5694130484;50121;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/05/2009;-;Ordinaria;1;43.77041;11.2550368;1;Via Pietrapiana, 83/r, 50121, FIRENZE;Via Pietrapiana 83, 50122, Firenze;11.263657919095152;43.77136954731953
8159;0;Via Pisana, 79/r;DEL PIGNONE;2216360483;50143;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/01/2008;-;Ordinaria;1;43.77041;11.2550368;1;Via Pisana, 79/r, 50143, FIRENZE;Via Pisana 79, 50143, Firenze;11.230347714265124;43.772350547319554
8160;0;Borgo Ognissanti, 44 R;D'OGNISSANTI;1766040487;50123;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/10/2014;-;Ordinaria;1;43.77041;11.2550368;1;Borgo Ognissanti, 44 R, 50123, FIRENZE;Borgo Ognissanti 44, 50123, Firenze;11.245557142939553;43.77254657729815
8161;0;Via San Gallo, 143/r;CISBANI DEL DR. FRANCO CAVALLIN E C. SNC;873950489;50129;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/05/2016;-;Ordinaria;1;43.7809448;11.2592252;1;Via San Gallo, 143/r, 50129, FIRENZE;Via San Gallo 143, 50129, Firenze;11.259265285590669;43.78085109409081
8162;0;Viale Donato Giannotti, 20/r;GAVINANA SAS DR. FEDERICO CECCHERINI;2280970480;50126;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/03/2013;-;Ordinaria;1;43.77041;11.2550368;1;Viale Donato Giannotti, 20/r, 50126, FIRENZE;Viale Donato Giannotti 20, 50126, Firenze;11.284352759911199;43.76066719594324
8163;0;Viale Giuseppe Mazzini, 5/r;MAZZINI DEL DR. DIONISIO PUGLIESE;5977250488;50132;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/09/2010;-;Ordinaria;1;43.77041;11.2550368;1;Viale Giuseppe Mazzini, 5/r, 50132, FIRENZE;Viale Giuseppe Mazzini 5, 50132, Firenze;11.27164596474125;43.7737019192394
8164;0;Via del Corso, 13/R;FARMACIA INTERNAZIONALE SNC DI COZZOLINO C.;2048690974;50122;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/10/2016;-;Ordinaria;1;43.77041;11.2550368;1;Via del Corso, 13/R, 50122, FIRENZE;Via del Corso 13, 50122, Firenze;11.255818500000004;43.771536
8165;0;Via Lunga, 72 i;GIA' PEGNA DI GANGEMI GIUSEPPE;6594340488;50142;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/02/2016;-;Ordinaria;1;43.770641578;11.2106191137;1;Via Lunga, 72 i, 50142, FIRENZE;Via Lunga 72I, 50142, Firenze;11.204482001673435;43.773729568699835
8166;0;Via Guglielmo Marconi, 9/r;CENTO STELLE SNC;6597900486;50131;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/05/2016;-;Ordinaria;1;43.5842657556;10.9734419486;1;Via Guglielmo Marconi, 9/r, 50131, FIRENZE;Via Guglielmo Marconi 9, 50131, Firenze;11.278261990564939;43.783747638351926
8167;0;Via Antonio Pacinotti, 37/r;ANTICA FARMACIA DEL PINO;536940489;50131;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/01/2005;-;Ordinaria;1;43.77041;11.2550368;1;Via Antonio Pacinotti, 37/r, 50131, FIRENZE;Via Antonio Pacinotti 37, 50131, Firenze;11.272455597553272;43.78387511518264
8168;0;Via Giampaolo Orsini, 107/r;CORTESI SNC;5368080486;50126;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/03/2013;-;Ordinaria;1;43.77041;11.2550368;1;Via Giampaolo Orsini, 107/r, 50126, FIRENZE;Via Giampaolo Orsini 107, 50126, Firenze;11.27429057761322;43.763178392990056
8169;0;Via degli Artisti, 1/r;DONATELLO;5365620482;50132;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/01/2005;-;Ordinaria;1;43.7823209881;11.2712945537;1;Via degli Artisti, 1/r, 50132, FIRENZE;Via degli Artisti 1, 50132, Firenze;11.268187439350257;43.77911118151653
8170;0;Via dei Ginori, 50/r;CODECA';1800020487;50142;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/03/2013;-;Ordinaria;1;43.7763774;11.2556646;1;Via dei Ginori, 50/r, 50142, FIRENZE;Via dei Ginori 50, 50129, Firenze;11.255987488343237;43.77681839217495
8171;0;Via Pistoiese 410;PAOLETTI DI DANTI LUIGI & C. SNC;4499710483;50145;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/03/2013;-;Ordinaria;1;43.7955882;11.20212205;1;Via Pistoiese 410, 50145, FIRENZE;Via Pistoiese 410, 50145, Firenze;11.167176714265112;43.79279745657561
8172;0;Piazzale di Porta Romana, 3 r;SCILLA;224800482;50125;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/01/2005;-;Ordinaria;1;43.77041;11.2550368;1;Piazzale di Porta Romana, 3 r, 50125, FIRENZE;Piazzale di Porta Romana 3, 50125, Firenze;11.24155460615162;43.760376890645745
8173;0;Via Aretina, 9/r;DEL MADONNONE SNC;4501380481;50136;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/01/2005;-;Ordinaria;1;43.7674798;11.30205985;1;Via Aretina, 9/r, 50136, FIRENZE;Via Aretina 9, 50136, Firenze;11.283538693317508;43.769382398868714
8174;0;Via Luciano Bausi, 51;ANTICA VIETTI SAS DR.SSA SAMMARRO M.T. & C.;5658130488;50100;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/10/2010;-;Ordinaria;1;43.77041;11.2550368;1;Via Luciano Bausi, 51, 50100, FIRENZE;Via Luciano Bausi 51, 50144, Firenze;11.23489549111319;43.78077839217496
8175;0;Via Francesco Datini, 57/b;DEL BANDINO SNC;5641680482;50126;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/05/2009;-;Ordinaria;1;43.7598291168;11.2881215171;1;Via Francesco Datini, 57/b, 50126, FIRENZE;Via Francesco Datini 57B, 50126, Firenze;11.289728027064447;43.758298707744245
8176;0;Via Baldassarre Franceschini, 3/5;DEI TALENTI;2335930489;50142;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/03/2013;-;Ordinaria;1;43.7735069;11.2188335;1;Via Baldassarre Franceschini, 3/5, 50142, FIRENZE;Via Baldassarre Franceschini 3, 50142, Firenze;11.218926944630395;43.77357254593457
8177;0;Piazza della Liberta', 47;ANTICA MOLTENI;1183580487;50129;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/03/2013;-;Ordinaria;1;43.77041;11.2550368;1;Piazza della Liberta', 47, 50129, FIRENZE;Piazza della Libertà 47, 50129, Firenze;11.261944676241052;43.78337067363948
8178;0;via dei conti, 20R;ROMA UNIVERSALE;4240100489;50123;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/03/2013;-;Ordinaria;1;43.7748058;11.2526475;1;via dei conti, 20R, 50123, FIRENZE;Via dei Conti 20R, 50123, Firenze;11.252829340684615;43.774862659315374
8179;0;Via Vigna Nuova, 54/r;SAN GIORGIO DI MURA DR. MARIO E C. SAS;6067710480;50123;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/05/2015;-;Ordinaria;1;43.77041;11.2550368;1;Via Vigna Nuova, 54/r, 50123, FIRENZE;Via della Vigna Nuova 54, 50123, Firenze;11.249245199694174;43.77116131057763
8180;0;Via Senese, 8/r;PORTA ROMANA - FARMACIE SAN GAGGIO SNC;2258290481;50124;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/03/2013;-;Ordinaria;1;43.744468783;11.2284043683;1;Via Senese, 8/r, 50124, FIRENZE;Via Senese 8, 50124, Firenze;11.241522734375993;43.75995626894223
8181;0;Via Bolognese, 92/r;SANTA LUCIA DR.FEIS VLADIMIRO;5705710480;50010;48017;FIRENZE;Trespiano;48;FI;FIRENZE;90;TOSCANA;01/01/2008;-;Ordinaria;1;43.77041;11.2550368;1;Via Bolognese, 92/r, 50010, FIRENZE;Via Bolognese 92, 50139, Firenze;11.261334006665113;43.79344308964741
8182;0;Viale dei Mille, 32/r;DEI MILLE DEI DR.I EUGENIO MICCINESI E ROSA MARIA ROSSI SNC;5472980480;50131;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/10/2007;-;Ordinaria;1;43.6102074999;10.9712488548;1;Viale dei Mille, 32/r, 50131, FIRENZE;Viale dei Mille 32, 50131, Firenze;11.277551775751567;43.78163967805407
8183;0;Via Santo Stefano in Pane, 5/R;FARMACIA INGLESE DEI DOTTORI MICHELE BIANCHI E LEONARDO BIANCHI S.N.C.;2273060489;50134;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/04/2017;-;Ordinaria;1;43.7988564495;11.2407221897;1;Via Santo Stefano in Pane, 5/R, 50134, FIRENZE;Via Santo Stefano in Pane 5, 50134, Firenze;11.240316764323552;43.799083579901094
8184;0;Piazza Santo Spirito, 12;FARMACIA SANTO SPIRITO DEL DOTT. LUIGI D'AULA SAS;5477860489;50125;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/04/2016;-;Ordinaria;1;43.7662377;11.2469458;1;Piazza Santo Spirito, 12, 50125, FIRENZE;Piazza Santo Spirito 12, 50125, Firenze;11.247942187992791;43.7667508135235
8185;0;Via Franco Sacchetti, 5/r;DELLA NAVE E DELLE CURE SAS;3100990484;50133;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/01/2005;-;Ordinaria;1;43.77041;11.2550368;1;Via Franco Sacchetti, 5/r, 50133, FIRENZE;Via Franco Sacchetti 5, 50133, Firenze;11.269428433521895;43.787427317790986
8186;0;Via Pistoiese 11;ANTICA S.MARIA A PERETOLA DI VICHI MICHELA & C. SAS;4700780481;50145;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/03/2013;-;Ordinaria;1;43.77041;11.2550368;1;Via Pistoiese 11, 50145, FIRENZE;Via Pistoiese 11, 50145, Firenze;11.173451034277802;43.79314152178433
8187;0;Via Panciatichi, 54/r;MELLINI SAS;5012890488;50127;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/01/2005;-;Ordinaria;1;43.77041;11.2550368;1;Via Panciatichi, 54/r, 50127, FIRENZE;Via dei Panciatichi 54, 50127, Firenze;11.231965010416028;43.80136912406944
8188;0;Via dei Banchi, 18/20 R;ANTIC AFARMACIA OMEOPATICA SAS DI COZZOLINO CIRO & C.;6654590485;50123;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/02/2017;-;Ordinaria;1;43.77041;11.2550368;1;Via dei Banchi, 18/20 R, 50123, FIRENZE;Via dei Banchi 18, 50123, Firenze;11.250528008742577;43.773582478215694
8189;0;Via Gabriele D'Annunzio, 78;DI COVERCIANO DEI DR.I L. CAPPELLA E S. FAZI SNC;5367960480;50135;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/01/2005;-;Ordinaria;1;43.80814095;11.12384585;1;Via Gabriele D'Annunzio, 78, 50135, FIRENZE;Via Gabriele D'Annunzio 78, 50135, Firenze;11.295511082434068;43.778436233971945
8190;0;Via Toselli, 10/r;FARMACIA MARGINI DE. ALBERTO;5644420480;50144;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/05/2009;-;Ordinaria;1;43.77041;11.2550368;1;Via Toselli, 10/r, 50144, FIRENZE;Via Pietro Toselli 10, 50144, Firenze;11.235821264643073;43.78297866694558
8191;0;Piazza San Giovanni, 17 r;S. ANTONINO;1749600480;50129;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/01/2005;-;Ordinaria;1;43.77041;11.2550368;1;Piazza San Giovanni, 17 r, 50129, FIRENZE;Piazza di San Giovanni 17, 50123, Firenze;11.254492142651108;43.77325695920135
8192;0;Lungarno Acciaiuoli, 4;AL PONTE VECCHIO SNC;5124250480;50123;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/01/2008;-;Ordinaria;1;43.77041;11.2550368;1;Lungarno Acciaiuoli, 4, 50123, FIRENZE;Lungarno degli Acciaioli 4, 50123, Firenze;11.253318013878467;43.768560865947244
8193;0;Via Vittorio Emanuele II, 31;NOTARI;3762060485;50134;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/01/2005;-;Ordinaria;1;43.7872084824;11.259373473;1;Via Vittorio Emanuele II, 31, 50134, FIRENZE;Via Vittorio Emanuele II 31, 50134, Firenze;11.258511749084624;43.78777302142711
8194;0;Borgo San Frediano, 153-155 R;ALLA PORTA S. FREDIANO DI LONGO NICOLA;5446410481;50124;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/03/2013;-;Ordinaria;1;43.77041;11.2550368;1;Borgo San Frediano, 153-155 R, 50124, FIRENZE;Borgo San Frediano 153, 50124, Firenze;11.24104035858966;43.770304875382294
8195;0;Via dell'Ariento, 87 r;DEL MERCATO CENTRALE;498430487;50123;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/01/2005;-;Ordinaria;1;43.77041;11.2550368;1;Via dell'Ariento, 87 r, 50123, FIRENZE;Via dell'Ariento 87, 50123, Firenze;11.25221691312255;43.776954104910864
8196;0;Via Giampaolo Orsini, 27/r;ANTICA FARMACIA MORELLI SAS;2580810600;50126;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/04/2015;-;Ordinaria;1;43.7632725182;11.2769096158;1;Via Giampaolo Orsini, 27/r, 50126, FIRENZE;Via Giampaolo Orsini 27, 50126, Firenze;11.279739525535232;43.76321652178431
8197;0;Piazza San Lorenzo, 11;SAN LORENZO SAS DR. MASSIMO IPPOLITO;4861830489;50123;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/03/2013;-;Ordinaria;1;43.77041;11.2550368;1;Piazza San Lorenzo, 11, 50123, FIRENZE;Piazza di San Lorenzo 11, 50123, Firenze;11.254477096312533;43.77525369109581
8198;0;Via Starnina, 33/35/37;FARMACIA MUNGAI;1926230481;50143;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/01/2005;-;Ordinaria;1;43.77041;11.2550368;1;Via Starnina, 33/35/37, 50143, FIRENZE;Via Gherardo Starnina 33, 50143, Firenze;11.21969200790586;43.76820076213291
8199;0;Piazza Frescobaldi, 13;SS. TRINITA';3968780480;50125;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/01/2005;-;Ordinaria;1;43.7710332;11.2480006;1;Piazza Frescobaldi, 13, 50125, FIRENZE;Piazza dei Frescobaldi 13, 50125, Firenze;11.249888480148927;43.768479415488486
8200;0;Piazza Dalmazia, 24/r;DI RIFREDI;2335940488;50141;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/05/2009;-;Ordinaria;1;43.797353;11.2407617;1;Piazza Dalmazia, 24/r, 50141, FIRENZE;Piazza Dalmazia 24, 50127, Firenze;11.240062889809037;43.796721771856426
8201;0;Piazza San Felice, 4/r;PITTI;2207040482;50125;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/05/2009;-;Ordinaria;1;43.76508955;11.2481224;1;Piazza San Felice, 4/r, 50125, FIRENZE;Piazza di San Felice 4, 50125, Firenze;11.2478624737723;43.76494199639333
8202;0;Via della Scala, 61 r;DELLA SCALA DOTT. LUIGI VENTRE;6217440483;50123;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/05/2016;-;Ordinaria;1;43.77041;11.2550368;1;Via della Scala, 61 r, 50123, FIRENZE;Via della Scala 61, 50123, Firenze;11.246071631138568;43.775168532056085
8203;0;Via Calzaiuoli, 7/r;MOLTENI SAS;5478380487;50122;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/01/2005;-;Ordinaria;1;43.77041;11.2550368;1;Via Calzaiuoli, 7/r, 50122, FIRENZE;Via dei Calzaioli 7, 50123, Firenze;11.25525166818632;43.77017021065842
8204;0;Piazza della Repubblica, 23;INTERNAZIONALE SNC DI CIRO COZZOLINO E C.;2048690974;50123;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/11/2015;-;Ordinaria;1;43.5614282147;11.1714141519;1;Piazza della Repubblica, 23, 50123, FIRENZE;Piazza della Repubblica 23, 50123, Firenze;11.253529431155956;43.77161699999999
8205;0;Via della Condotta, 40/r;DELLA CONDOTTA;3874870482;50122;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/01/2005;-;Ordinaria;1;43.77041;11.2550368;1;Via della Condotta, 40/r, 50122, FIRENZE;Via della Condotta 40, 50122, Firenze;11.256169499999999;43.77024551096429
8206;0;Via Flavio Torello Baracchini, 50/r;DEL BARCO SAS;5377580484;50127;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/05/2009;-;Ordinaria;1;43.7940227;11.2164565;1;Via Flavio Torello Baracchini, 50/r, 50127, FIRENZE;Via Flavio Torello Baracchini 50, 50127, Firenze;11.216353724681124;43.794091498470785
8207;0;Via Reginaldo Giuliani, 103/r;DI CASTELLO SNC DEL DR. GIUSEPPE PIEMONTESE E C.;5586780487;50141;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/05/2009;-;Ordinaria;1;43.77041;11.2550368;1;Via Reginaldo Giuliani, 103/r, 50141, FIRENZE;Via Reginaldo Giuliani 103, 50141, Firenze;11.23350094670787;43.8115380874257
8208;0;Via Ghibellina, 81/r;S. CROCE;2335920480;50122;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/05/2009;-;Ordinaria;1;43.77041;11.2550368;1;Via Ghibellina, 81/r, 50122, FIRENZE;Via Ghibellina 81, 50122, Firenze;11.262860858589649;43.769917875382305
8209;0;Via G. Maranini, 4;FARMACIA SS. ANNUNZIATA DEL DR. L. PIZZATI & C. SAS;6597920484;50127;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/03/2016;-;Ordinaria;1;43.77041;11.2550368;1;Via G. Maranini, 4, 50127, FIRENZE;Via Giuseppe Maranini 4, 50127, Firenze;11.229738579519868;43.7937604468521
8210;0;Via Carissimi, 61/63;ANTICA DI SAN MARCO;407920487;50127;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/01/2005;-;Ordinaria;1;43.77041;11.2550368;1;Via Carissimi, 61/63, 50127, FIRENZE;Via Giacomo Carissimi 61, 50127, Firenze;11.222565559524577;43.791863720237714
8211;0;Piazza S. Ambrogio;S.AMBROGIO PUCCI ELISA;658440482;50122;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/01/2005;-;Ordinaria;1;43.77041;11.2550368;1;Piazza S. Ambrogio, 50122, FIRENZE;50122;11.259385000000066;43.77136000000007
8212;0;Piazza Bernardo Tanucci, 12/a;DEL ROMITO DEL DR. ENRICO ROMANELLI E C. SAS;5470180489;50134;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/05/2009;-;Ordinaria;1;43.7903305;11.2449571;1;Piazza Bernardo Tanucci, 12/a, 50134, FIRENZE;Piazza Bernardo Tanucci 12, 50134, Firenze;11.244661502077474;43.79048007744241
8213;0;Viale Don Giovanni Minzoni, 2/r;MODERNA SNC DELLE DR.SSE EVANGHELIA PAPANICOLAU E CLAUDIA SAPORITA;5372910488;50132;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/03/2013;-;Ordinaria;1;43.77041;11.2550368;1;Viale Don Giovanni Minzoni, 2/r, 50132, FIRENZE;Viale Don Giovanni Minzoni 2, 50132, Firenze;11.26363060949849;43.78416403774024
