CODSCUOLA;ANNOSCOLASTICO;AREAGEOGRAFICA;CAPSCUOLA;CODICECOMUNESCUOLA;CODICEISTITUTORIFERIMENTO;DENOMINAZIONEISTITUTORIFERIMENTO;DENOMINAZIONESCUOLA;DESCRIZIONECARATTERISTICASCUOLA;DESCRIZIONECOMUNE;DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA;INDICAZIONESEDEDIRETTIVO;INDICAZIONESEDEOMNICOMPRENSIVO;INDIRIZZOEMAILSCUOLA;INDIRIZZOPECSCUOLA;INDIRIZZOSCUOLA;PROVINCIA;REGIONE;SEDESCOLASTICA;SITOWEBSCUOLA;bStatale;Long;Lat;ORDINESCUOLA;ALUNNI
TOEE81702X;201617;NORD OVEST;10144,0;L219;TOIC81700R;"I.C. TORINO - ""PACINOTTI""";I.C. PACINOTTI - DE FILIPPO;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOIC81700R@istruzione.it;Non Disponibile;VIA FOSSANO 16;TORINO;PIEMONTE;SI;www.icpacinotti.it;True;7,660862099999999;45,085633;SCUOLA PRIMARIA;316
TOEE81701V;201617;NORD OVEST;10144,0;L219;TOIC81700R;"I.C. TORINO - ""PACINOTTI""";I.C. PACINOTTI - BONCOMPAGNI;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOIC81700R@istruzione.it;Non Disponibile;VIA VIDUA 1;TORINO;PIEMONTE;SI;www.icpacinotti.it;True;7,660941800000002;45,08104669999999;SCUOLA PRIMARIA;257
TOEE88301T;201617;NORD OVEST;10138,0;L219;TOIC88300Q;I.C. RITA LEVI-MONTALCINI;I.C. PALMIERI - ALFIERI;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOIC88300Q@istruzione.it;Non Disponibile;VIA PALMIERI 58;TORINO;PIEMONTE;SI;WWW.ICPALMIERI.GOV.IT;True;7,6595156000000015;45,071836600000005;SCUOLA PRIMARIA;684
TOEE81801P;201617;NORD OVEST;10132,0;L219;TOIC81800L;"I.C. TORINO - ""GOZZI-OLIVETTI""";IC OLIVETTI-GASPARE GOZZI;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOIC81800L@istruzione.it;Non Disponibile;VIA GASSINO 13;TORINO;PIEMONTE;SI;http//www.gozzi-olivetti.org;True;7,7167620999999995;45,066772;SCUOLA PRIMARIA;234
TOEE81901E;201617;NORD OVEST;10125,0;L219;TOIC81900C;"I.C. TORINO - ""MANZONI""";I.C. MANZONI - RAYNERI;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOIC81900C@istruzione.it;Non Disponibile;CORSO MARCONI 28;TORINO;PIEMONTE;SI;www.icmanzoni.gov.it;True;7,6815840999999985;45,055469200000005;SCUOLA PRIMARIA;500
TOMM88301R;201617;NORD OVEST;10138,0;L219;TOIC88300Q;I.C. RITA LEVI-MONTALCINI;I.C.V.PALMIERI-P.ZZA BERNINI-TO;NORMALE;TORINO;SCUOLA PRIMO GRADO;NO;Non Disponibile;TOIC88300Q@istruzione.it;Non Disponibile;VIA DUCHESSA JOLANDA 29;TORINO;PIEMONTE;SI;WWW.ICPALMIERI.GOV.IT;True;7,657372000000001;45,075536299999996;SCUOLA SECONDARIA I GRADO;264
TOMM81902E;201617;NORD OVEST;10126,0;L219;TOIC81900C;"I.C. TORINO - ""MANZONI""";I.C.MANZONI-PER CIECHI H.KELLER;PER CIECHI;TORINO;SCUOLA PRIMO GRADO;NO;Non Disponibile;TOIC81900C@istruzione.it;Non Disponibile;VIA NIZZA 151;TORINO;PIEMONTE;SI;www.icmanzoni.GOV.IT;True;7,671790299999999;45,0436334;SCUOLA SECONDARIA I GRADO;48
TOEE80502N;201617;NORD OVEST;10156,0;L219;TOIC80500E;"I.C. TORINO - ""CENA""";I.C. CENA - ABBADIA DI STURA;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOIC80500E@istruzione.it;Non Disponibile;VIA M. ANGLESIO 17;TORINO;PIEMONTE;SI;share.dschola.it/cenatorino/default.aspx;True;7,731289500000001;45,10428479999999;SCUOLA PRIMARIA;105
TOEE815028;201617;NORD OVEST;10124,0;L219;TOIC815005;"I.C. TORINO - ""TOMMASEO""";I.C. TOMMASEO-F.D'ASSISI;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOIC815005@istruzione.it;Non Disponibile;VIA GIULIA DI BAROLO 8;TORINO;PIEMONTE;SI;www.tommaseo.it;True;7,69597;45,06694;SCUOLA PRIMARIA;269
TOMM81901D;201617;NORD OVEST;10125,0;L219;TOIC81900C;"I.C. TORINO - ""MANZONI""";I.C. MANZONI - TORINO;NORMALE;TORINO;SCUOLA PRIMO GRADO;NO;Non Disponibile;TOIC81900C@istruzione.it;Non Disponibile;VIA GIACOSA 25;TORINO;PIEMONTE;SI;www.icmanzoni.gov.it;True;7,6822158;45,0547891;SCUOLA SECONDARIA I GRADO;291
TOEE00401T;201617;NORD OVEST;10147,0;L219;TOEE00400R;"D.D. TORINO - ""ALLIEVO""";GIUSEPPE ALLIEVO;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOEE00400R@istruzione.it;Non Disponibile;VIA VIBO' 62;TORINO;PIEMONTE;SI;www.circolodidatticoallievotorino.gov.it;True;7,673769999999998;45,09596;SCUOLA PRIMARIA;454
TOMM079005;201617;NORD OVEST;10122,0;L219;TOMM079005;TO -UMBERTO I (CONVITTO NAZ.LE);TO -UMBERTO I (CONVITTO NAZ.LE);ANNESSO A CONVITTO;TORINO;SCUOLA PRIMO GRADO;NO;Non Disponibile;TOMM079005@istruzione.it;Non Disponibile;VIA BLIGNY 1 BIS;TORINO;PIEMONTE;SI;www.cnuto.it;True;7,6759051;45,074912700000006;SCUOLA SECONDARIA I GRADO;294
TOMM815016;201617;NORD OVEST;10124,0;L219;TOIC815005;"I.C. TORINO - ""TOMMASEO""";I.C. TOMMASEO - CALVINO - TO;NORMALE;TORINO;SCUOLA PRIMO GRADO;NO;Non Disponibile;TOIC815005@istruzione.it;Non Disponibile;VIA SANT'OTTAVIO 7;TORINO;PIEMONTE;SI;www.tommaseo.it;True;7,693349499999999;45,067445500000005;SCUOLA SECONDARIA I GRADO;470
TOEE010026;201617;NORD OVEST;10148,0;L219;TOEE010004;"D.D. TORINO - ""PARRI""";PARRI;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOEE010004@istruzione.it;Non Disponibile;STRADA DI LANZO 147/11;TORINO;PIEMONTE;SI;www.scuola-parri-to.gov.it;True;7,6578266;45,116207200000005;SCUOLA PRIMARIA;240
TOEE182043;201617;NORD OVEST;10147,0;L219;TOEE18200V;"D.D. TORINO - ""ALERAMO""";B.V. CAMPAGNA - ANGELINI;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOEE18200V@istruzione.it;Non Disponibile;VIA CARDINAL MASSAIA 113;TORINO;PIEMONTE;SI;scuola-aleramo-torino.it;True;7,6683552000000015;45,1026208;SCUOLA PRIMARIA;425
TOEE05602G;201617;NORD OVEST;10155,0;L219;TOEE05600D;"D.D. TORINO - ""SABIN""";SABIN - EX MARCHESA;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOEE05600D@istruzione.it;Non Disponibile;CORSO VERCELLI 141/8;TORINO;PIEMONTE;SI;www.ddsabin.it;True;7,692191399999999;45,09735879999999;SCUOLA PRIMARIA;227
TOMM073006;201617;NORD OVEST;10148,0;L219;TOMM073006;TORINO - VIAN;TORINO - VIAN;NORMALE;TORINO;SCUOLA PRIMO GRADO;SI;Non Disponibile;TOMM073006@istruzione.it;tomm073006@pec.istruzione.it;VIA STAMPINI 25;TORINO;PIEMONTE;SI;www.smsvian.it;True;7,6629065;45,109012799999995;SCUOLA SECONDARIA I GRADO;578
TOEE18201X;201617;NORD OVEST;10149,0;L219;TOEE18200V;"D.D. TORINO - ""ALERAMO""";D.D. ALERAMO;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOEE18200V@istruzione.it;Non Disponibile;VIA LEMIE 48;TORINO;PIEMONTE;SI;scuola-aleramo-torino.it;True;7,666371000000001;45,0961219;SCUOLA PRIMARIA;443
TOMM078009;201617;NORD OVEST;10155,0;L219;TOMM078009;TORINO - G. B. VIOTTI;TORINO - G. B. VIOTTI;NORMALE;TORINO;SCUOLA PRIMO GRADO;SI;Non Disponibile;TOMM078009@istruzione.it;tomm078009@pec.istruzione.it;C.SO VERCELLI 141/6;TORINO;PIEMONTE;SI;www.scuolaviottitorino.it;True;7,692191399999999;45,09735879999999;SCUOLA SECONDARIA I GRADO;717
TOEE010015;201617;NORD OVEST;10148,0;L219;TOEE010004;"D.D. TORINO - ""PARRI""";PARRI - CAPPONI;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOEE010004@istruzione.it;Non Disponibile;VIA BADINI CONFALONIERI N. 74;TORINO;PIEMONTE;SI;www.scuola-parri-to.gov.it;True;7,657427;45,109574200000004;SCUOLA PRIMARIA;349
TOMM8A201P;201617;NORD OVEST;10127,0;L219;TOIC8A200N;I.C. TORINO - PEYRON;I.C. PEYRON - TORINO;NORMALE;TORINO;SCUOLA PRIMO GRADO;NO;Non Disponibile;TOIC8A200N@istruzione.it;Non Disponibile;VIA VALENZA 71;TORINO;PIEMONTE;SI;http\\www.icpeyron.gov.it;True;7,6678185;45,024535799999995;SCUOLA SECONDARIA I GRADO;431
TOEE05601E;201617;NORD OVEST;10155,0;L219;TOEE05600D;"D.D. TORINO - ""SABIN""";A. SABIN;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOEE05600D@istruzione.it;Non Disponibile;CORSO VERCELLI 157;TORINO;PIEMONTE;SI;www.ddsabin.it;True;7,6927694;45,0984465;SCUOLA PRIMARIA;371
TOMM882011;201617;NORD OVEST;10127,0;L219;TOIC88200X;I.C. TORINO - VIA SIDOLI;IC V.SIDOLI-V.PALMA CESNOLA-TO;NORMALE;TORINO;SCUOLA PRIMO GRADO;NO;Non Disponibile;TOIC88200X@istruzione.it;Non Disponibile;VIA PALMA DI CESNOLA 29;TORINO;PIEMONTE;SI;htt//www.icviasidoli.it;True;7,654042200000001;45,0231375;SCUOLA SECONDARIA I GRADO;158
TOEE8BD012;201617;NORD OVEST;10154,0;L219;TOIC8BD00X;I.C. ILARIA ALPI;I.C. ILARIA ALPI - PEROTTI;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOIC8BD00X@istruzione.it;Non Disponibile;VIA MERCADANTE 68/8;TORINO;PIEMONTE;SI;www.ddilariaalpi.altervista.gov/wordpress;True;7,700892100000001;45,0937721;SCUOLA PRIMARIA;536
TOMM810013;201617;NORD OVEST;10151,0;L219;TOIC810002;"I.C. TORINO - ""D. M. TUROLDO""";I.C. D.M.TUROLDO - TORINO;NORMALE;TORINO;SCUOLA PRIMO GRADO;NO;Non Disponibile;TOIC810002@istruzione.it;Non Disponibile;VIA MAGNOGLIE 9;TORINO;PIEMONTE;SI;www.ic-turoldo.it;True;7,63333;45,10179;SCUOLA SECONDARIA I GRADO;192
TOEE8BD034;201617;NORD OVEST;10154,0;L219;TOIC8BD00X;I.C. ILARIA ALPI;I.C. ILARIA ALPI - D'ACQUISTO;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOIC8BD00X@istruzione.it;Non Disponibile;VIA TOLLEGNO 83;TORINO;PIEMONTE;SI;http//ddilariaalpi.altervista.org/wordpress/;True;7,7053699999999985;45,08811;SCUOLA PRIMARIA;105
TOEE882023;201617;NORD OVEST;10135,0;L219;TOIC88200X;I.C. TORINO - VIA SIDOLI;I.C. SIDOLI - VIA FLECCHIA;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOIC88200X@istruzione.it;Non Disponibile;VIA FLECCHIA10;TORINO;PIEMONTE;SI;htt//www.icviasidoli.it;True;7,6549788;45,023558799999996;SCUOLA PRIMARIA;185
TOMM8BD011;201617;NORD OVEST;10152,0;L219;TOIC8BD00X;I.C. ILARIA ALPI;I.C. ILARIA ALPI - CROCE;NORMALE;TORINO;SCUOLA PRIMO GRADO;NO;Non Disponibile;TOIC8BD00X@istruzione.it;Non Disponibile;CORSO NOVARA 26;TORINO;PIEMONTE;SI;http//share.dschola.it/alberti/ic/default.aspx;True;7,691585199999999;45,0869563;SCUOLA SECONDARIA I GRADO;212
TOEE882012;201617;NORD OVEST;10135,0;L219;TOIC88200X;I.C. TORINO - VIA SIDOLI;I.C. VIA SIDOLI - DOGLIOTTI;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOIC88200X@istruzione.it;Non Disponibile;VIA SIDOLI10;TORINO;PIEMONTE;SI;htt//www.icviasidoli.it;True;7,6466232000000005;45,027592999999996;SCUOLA PRIMARIA;209
TOEE8BD023;201617;NORD OVEST;10154,0;L219;TOIC8BD00X;I.C. ILARIA ALPI;I.C. ILARIA ALPI - DELEDDA;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOIC8BD00X@istruzione.it;Non Disponibile;VIA BOLOGNA 77;TORINO;PIEMONTE;SI;www.scuolaviacimarosa.it;True;7,697833399999999;45,0837003;SCUOLA PRIMARIA;254
TOEE873017;201617;NORD OVEST;10151,0;L219;TOIC873005;I.C. TORINO - P. GEMELLI;I.C. PADRE GEMELLI;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOIC873005@istruzione.it;Non Disponibile;CORSO LOMBARDIA 98;TORINO;PIEMONTE;SI;www.padregemelli.it;True;7,6472685;45,0960314;SCUOLA PRIMARIA;399
TOEE8A101X;201617;NORD OVEST;10126,0;L219;TOIC8A100T;I.C. TORINO - VITT.DA FELTRE;I.C.VITT.DA FELTRE-PRIMARIA;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOIC8A100T@istruzione.it;Non Disponibile;VIA FINALMARINA 5;TORINO;PIEMONTE;SI;www.vittorinodafeltre.it;True;7,668425900000001;45,03277809999999;SCUOLA PRIMARIA;431
TOEE810014;201617;NORD OVEST;10151,0;L219;TOIC810002;"I.C. TORINO - ""D. M. TUROLDO""";I.C. D.M.TUROLDO-LEOPARDI;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOIC810002@istruzione.it;Non Disponibile;VIA DELLE VERBENE 6;TORINO;PIEMONTE;SI;www.ic-turoldo.it;True;7,6339776;45,10430729999999;SCUOLA PRIMARIA;189
TOEE011022;201617;NORD OVEST;10137,0;L219;TOEE01100X;"D.D. TORINO - ""CASALEGNO""";CASALEGNO-DON MILANI;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOEE01100X@istruzione.it;Non Disponibile;VIA SAN MARINO 107;TORINO;PIEMONTE;SI;http//www.ddcasalegno.gov.it;True;7,638562899999998;45,03990770000001;SCUOLA PRIMARIA;334
TOEE810025;201617;NORD OVEST;10151,0;L219;TOIC810002;"I.C. TORINO - ""D. M. TUROLDO""";I.C. D.M.TUROLDO-GIANELLI;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOIC810002@istruzione.it;Non Disponibile;VIALE MUGHETTI 29/1;TORINO;PIEMONTE;SI;www.ic-turoldo.it;True;7,627750000000002;45,10252999999999;SCUOLA PRIMARIA;145
TOEE02501V;201617;NORD OVEST;10137,0;L219;TOEE02500T;"D.D. TORINO - ""MAZZARELLO""";MAZZARELLO;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOEE02500T@istruzione.it;Non Disponibile;VIA COLLINO 12;TORINO;PIEMONTE;SI;www.francamazzarello.it;True;7,6231414000000015;45,039651;SCUOLA PRIMARIA;458
TOEE05101B;201617;NORD OVEST;10126,0;L219;TOEE05100A;"D.D. TORINO - ""PELLICO""";PELLICO;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOEE05100A@istruzione.it;Non Disponibile;VIA MADAMA CRISTINA 102;TORINO;PIEMONTE;SI;WEB.TISCALI.IT/CIRCOLOPELLICO/;True;7,67542;45,04707;SCUOLA PRIMARIA;465
TOEE025042;201617;NORD OVEST;10137,0;L219;TOEE02500T;"D.D. TORINO - ""MAZZARELLO""";MAZZARELLO-VIDARI;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOEE02500T@istruzione.it;Non Disponibile;VIA SAN REMO 46;TORINO;PIEMONTE;SI;http//www.francamazzarello.it;True;7,636837299999999;45,033936;SCUOLA PRIMARIA;112
TOMM87501T;201617;NORD OVEST;10153,0;L219;TOIC87500R;I.C. TORINO - MARCONI-ANTONELLI;I.C. MARCONI-ANTONELLI - TO;NORMALE;TORINO;SCUOLA PRIMO GRADO;NO;Non Disponibile;TOIC87500R@istruzione.it;Non Disponibile;VIA ASIGLIANO VERCELLESE 10;TORINO;PIEMONTE;SI;http//www.icmarconiantonelli.it;True;7,724150000000002;45,075759999999995;SCUOLA SECONDARIA I GRADO;271
