CODICEIDENTIFICATIVOFARMACIA;CODFARMACIAASSEGNATODAASL;INDIRIZZO;DESCRIZIONEFARMACIA;PARTITAIVA;CAP;CODICECOMUNEISTAT;DESCRIZIONECOMUNE;FRAZIONE;CODICEPROVINCIAISTAT;SIGLAPROVINCIA;DESCRIZIONEPROVINCIA;CODICEREGIONE;DESCRIZIONEREGIONE;DATAINIZIOVALIDITA;DATAFINEVALIDITA;DESCRIZIONETIPOLOGIA;CODICETIPOLOGIA;orig_lat;orig_long;LOCALIZE;indirizzo_query;arcGIS_response;Long;Lat
9117;0;Via Gaverina, 14;GIOVANNINI SNC DI ESLISABETTA, MARTA E PAOLO;9939301009;166;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/03/2013;-;Ordinaria;1;41.90950305;12.50124365;1;Via Gaverina, 14, 166, ROMA;Via Gaverina 14, 00166, Roma;12.374328169167278;41.949629496537554
9118;0;Via C. Fracassini, 26;GALLOTTA SNC DI MARIA TERESA E MARCO GALLOTTA;10561381004;196;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/07/2017;-;Ordinaria;1;41.9236809188;12.5711488039;1;Via C. Fracassini, 26, 196, ROMA;Via Cesare Fracassini 26, 00196, Roma;12.470140639881157;41.923566135726205
9119;0;Piazzale Ionio, 51/52;INESI ZELINDA;1004030589;141;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/10/2010;-;Ordinaria;1;41.9236809188;12.5711488039;1;Piazzale Ionio, 51/52, 141, ROMA;Via Ionio 51, 00042, Anzio, Roma;12.612180399532537;41.48586435858965
9120;0;Viale delle Provincie, 66;S. CARLO;7504710588;162;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.9114082728;12.5209896734;1;Viale delle Provincie, 66, 162, ROMA;Viale delle Provincie 66, 00162, Roma;12.521335604362593;41.909080641410355
9121;0;Via della Croce, 11;Farmacrimi Europea del dr Vincenzo Crimi & C. SAS;10914191001;187;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/09/2011;-;Ordinaria;1;41.719542872;12.6698112711;1;Via della Croce, 11, 187, ROMA;Via della Croce 11, 00187, Roma;12.480713806134217;41.90638687538231
9122;0;Via Val Sassina, 36;PICCIONI TITO;9250861003;141;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/07/2007;-;Ordinaria;1;41.93524715;12.5277357;1;Via Val Sassina, 36, 141, ROMA;Via Val Sassina 36, 00141, Roma;12.528517934502835;41.9358848731606
9123;0;Via Cimone, 119/a;ANIENE SAS DI PAOLO FABRIZI & C.;13089911005;141;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/07/2017;-;Ordinaria;1;41.931133494;12.5362814794;1;Via Cimone, 119/a, 141, ROMA;Via Cimone 119A, 00141, Roma;12.53768266403139;41.931523225921865
9124;0;Via Val di Fassa, 40/42;BETA DELLA DR.SSA BAVUSO MANUELA;13513431000;141;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/07/2017;-;Ordinaria;1;41.4580141;12.73302785;1;Via Val di Fassa, 40/42, 141, ROMA;Via Val di Fassa 40, 00141, Roma;12.527157609354274;41.9341000335853
9125;0;Corso Sempione, 16;SEMPIONE SNC R. RINALDI E. RINALDI E F. SCARPELLINI;6645591006;141;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.9351058;12.53356405;1;Corso Sempione, 16, 141, ROMA;Corso Sempione 16, 00141, Roma;12.534993340412026;41.935512991949906
9126;0;Piazza Manfredo Fanti, 36/37;RICCI SAS DEI DR.I ANTONIO F. D'AGOSTINO E ALESSANDRA MAGNOLFI;9509210580;185;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/11/2014;-;Ordinaria;1;41.8975704228;12.5023923353;1;Piazza Manfredo Fanti, 36/37, 185, ROMA;Piazza Manfredo Fanti 36, 00185, Roma;12.5022028827399;41.89772099639333
9127;0;Piazza Testaccio, 8;PRAGLIOLA ROBERTO;7511241007;153;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2008;-;Ordinaria;1;41.8755674;12.4712739;1;Piazza Testaccio, 8, 153, ROMA;Piazza Testaccio 8, 00153, Roma;12.477239999999995;41.879222999999996
9128;0;Via Di Valle Melania, 151;Farmacia Dott. Zelli Mauro S.r.l.;13187571008;139;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/02/2018;-;Ordinaria;1;41.9236809188;12.5711488039;1;Via Di Valle Melania, 151, 139, ROMA;Via di Valle Melaina 151, 00139, Roma;12.526373803624068;41.9500657924
9129;0;Via Andersen, 50;SBARIGIA DR.SSA ANNA;-;168;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/07/2017;-;Ordinaria;1;41.924002196;12.4031666805;1;Via Andersen, 50, 168, ROMA;Via Andersen 50, 00168, Roma;12.401477899177378;41.923780991773626
9130;0;Via dei Sabelli, 84;PINCHETTI MARCO;2396840585;185;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.8960752379;12.5136029795;1;Via dei Sabelli, 84, 185, ROMA;Via dei Sabelli 84, 00185, Roma;12.514539703445072;41.89655430751922
9131;0;Via F. A. Gualterio, 50/c;FALLETTA SERAFINA;3067530588;139;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.9236809188;12.5711488039;1;Via F. A. Gualterio, 50/c, 139, ROMA;Via Filippo Antonio Gualterio 50, 00139, Roma;12.522559730365284;41.953031412718516
9132;0;Piazza Benedetto Cairoli, 5;GIANNANGELI DR. MATTEO;11164651009;186;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/07/2017;-;Ordinaria;1;41.9236809188;12.5711488039;1;Piazza Benedetto Cairoli, 5, 186, ROMA;Piazza Benedetto Cairoli 5, 00186, Roma;12.475221918122244;41.89406739192146
9133;0;Via Magliano Sabina, 25;BRIENZA BRUNA;3582370585;199;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/10/2010;-;Ordinaria;1;41.93480185;12.5114036;1;Via Magliano Sabina, 25, 199, ROMA;Via Magliano Sabina 25, 00199, Roma;12.511735223844418;41.93443699417162
9134;0;Via Pacchiarotti, 34;PIANESI SAS DI LUCIA COPPOLA;3010010589;139;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.9236809188;12.5711488039;1;Via Pacchiarotti, 34, 139, ROMA;Via Gaspare Pacchiarotti 34, 00139, Roma;12.513744383143937;41.96330670996593
9135;0;Piazza Massa Carrara, 9;PONZI ENNIO SAS;10182371004;162;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/07/2017;-;Ordinaria;1;41.91792105;12.52552375;1;Piazza Massa Carrara, 9, 162, ROMA;Piazza Massa Carrara 9, 00162, Roma;12.525574500000005;41.91808499999999
9136;0;Via Celimontana, 9/a;CELIMONTANA DI ROCCO POLIMENI;13208771009;184;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/07/2017;-;Ordinaria;1;41.888408624;12.4964515449;1;Via Celimontana, 9/a, 184, ROMA;Via Celimontana 9, 00184, Roma;12.496607012509827;41.889074248032216
9137;0;Via Tripoli, 145/B;IOCULANO DI DOMENICO IOCULANO SAS;9467481009;199;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/05/2008;-;Ordinaria;1;41.9236809188;12.5711488039;1;Via Tripoli, 145/B, 199, ROMA;Via Tripoli 145, 00199, Roma;12.518381382615974;41.92853086203627
9138;0;Via Vezio Crisafulli, 2/8;DIVINA PROVVIDENZA DEL DR. LIMONE BRACCO ANDREA SAS;13411191003;166;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/07/2017;-;Ordinaria;1;41.8964133994;12.4115357088;1;Via Vezio Crisafulli, 2/8, 166, ROMA;Via Vezio Crisafulli 2, 00166, Roma;12.412258157027392;41.89700359880116
9139;0;Via Nomentana, 564-566;SAN GABRIELE DI ELENA VERDILE & C. SAS;12461651007;141;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/07/2017;-;Ordinaria;1;41.9318102211;12.5278394988;1;Via Nomentana, 564-566, 141, ROMA;Via Nomentana 564, 00141, Roma;12.539113915488482;41.93669610935427
9140;0;Via Anapo, 38/40;MESSINA MARIA;1482540588;199;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.9259464582;12.5074588807;1;Via Anapo, 38/40, 199, ROMA;Via Anapo 38, 00199, Roma;12.508621365254745;41.925277885654076
9141;0;Via Fezzan, 16/18;EREDI DI MORETTI ANDREA SDF;14098201008;199;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/07/2017;-;Ordinaria;1;41.9291428653;12.5238384049;1;Via Fezzan, 16/18, 199, ROMA;Via Fezzan 16, 00199, Roma;12.52393026602806;41.92926040161001
9142;0;Via Banchi Vecchi, 24;ANTICA FARMACIA SANTA LUCIA DELLA DR.SSA ROSSELLA FIUMANO' & C. S.A.S.;13931701000;186;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/07/2017;-;Ordinaria;1;41.8979877;12.4670645;1;Via Banchi Vecchi, 24, 186, ROMA;Via dei Banchi Vecchi 24, 00186, Roma;12.467081446707859;41.89808847737896
9143;0;Via della Lucchina, 131/A;ALBO MARIA GRAZIA;4673360584;135;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/03/2013;-;Ordinaria;1;41.9063898669;12.5010374457;1;Via della Lucchina, 131/A, 135, ROMA;Via della Lucchina 131, 00135, Roma;12.39807143213691;41.957110822926886
9144;0;Via Salaria, 1492/B;FABBRI DARIA;8865321007;138;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/10/2010;-;Ordinaria;1;41.9236809188;12.5711488039;1;Via Salaria, 1492/B, 138, ROMA;Via Salaria 1492B, 00138, Roma;12.51943231418431;42.00892667277395
9145;0;Via Emanuele Filiberto, 145;TRECCA SNC DI FLAVIA E ILARIA MASTRANGELI;13556491002;185;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/07/2017;-;Ordinaria;1;41.89037245;12.5067131;1;Via Emanuele Filiberto, 145, 185, ROMA;Via Emanuele Filiberto 145, 00185, Roma;12.506719453228737;41.89025252622773
9146;0;Corso Trieste, 167;MACCHIATI LORETTA;4884680580;198;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.9234617679;12.5145066724;1;Corso Trieste, 167, 198, ROMA;Corso Trieste 167, 00198, Roma;12.513460750331877;41.92347849489878
9148;0;Piazza Conca D'Oro, 34/37;CONCA D'ORO;7097091008;141;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/02/2017;-;Ordinaria;1;41.9236809188;12.5711488039;1;Piazza Conca D'Oro, 34/37, 141, ROMA;Piazza Conca d'Oro 34, 00141, Roma;12.527269898487775;41.93877250756111
9149;0;Viale Somalia, 235;SPAGNOLO VINCENZO;5060540589;199;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/10/2010;-;Ordinaria;1;41.9356509107;12.512809827;1;Viale Somalia, 235, 199, ROMA;Viale Somalia 235, 00199, Roma;12.519033296150901;41.93464228587912
9150;0;Via R. Lanciani, 55;GUIDOTTI COSIMO;5110350583;162;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.9236809188;12.5711488039;1;Via R. Lanciani, 55, 162, ROMA;Via Rodolfo Lanciani 55, 00162, Roma;12.524228465722219;41.921284452680474
9151;0;Piazza Istria, 8;ISTRIA;11211951006;198;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/07/2017;-;Ordinaria;1;41.9236809188;12.5711488039;1;Piazza Istria, 8, 198, ROMA;Piazza Istria 8, 00198, Roma;12.51239868404563;41.92303019509382
9152;0;Via Milano, 54;QUIRINALE  DR.SSA NISI MARIA CRISTINA;5271620584;184;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;42.1426285459;12.6051290767;1;Via Milano, 54, 184, ROMA;Via Milano 54, 00184, Roma;12.490748481678148;41.898408873160605
9153;0;Via Ugo Ojetti, 102;MUZI SNC DI MUZI FABRIZIO;10183071009;137;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2010;-;Ordinaria;1;41.94648125;12.5541881;1;Via Ugo Ojetti, 102, 137, ROMA;Via Ugo Ojetti 102, 00137, Roma;12.55100445559466;41.944226134052776
9154;0;Piazza Pasquale Paoli, 6;COMUNALE PONTE VITTORIO;5903241007;186;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/05/2016;-;Ordinaria;1;41.7203878043;12.7130782538;1;Piazza Pasquale Paoli, 6, 186, ROMA;Piazza Pasquale Paoli 6, 00186, Roma;12.465294485429041;41.90066288565409
9156;0;Piazza Monte Gennaro, 17/C;LEOPARDI EUGENIO;5957020588;139;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/09/2010;-;Ordinaria;1;41.9236809188;12.5711488039;1;Piazza Monte Gennaro, 17/C, 139, ROMA;Piazza Monte Gennaro 17C, 00139, Roma;12.538070482774671;41.94520845516198
9157;0;Viale XI Aprile, 42-42a;DURAZZANO DI RISCAZZI ALESSANDRA;12703191002;162;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/07/2017;-;Ordinaria;1;41.9236809188;12.5711488039;1;Viale XI Aprile, 42-42a, 162, ROMA;00162;12.525765000000035;41.91846379800006
9158;0;Piazza Capranica, 96;ORLANDI GIOVANNA;6002900584;186;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.8999375469;12.4777322392;1;Piazza Capranica, 96, 186, ROMA;Piazza Capranica 96, 00186, Roma;12.477452434736847;41.89997454247139
9159;0;Via Monte Sirino, 10;TRAVERSA PATRIZIA;6047540585;139;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.9499879851;12.5333432235;1;Via Monte Sirino, 10, 139, ROMA;Via Monte Sirino 10, 00139, Roma;12.533137585348236;41.94948180904842
9160;0;Via Arenula, 73;LIPPI TULLIA;5614330586;186;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.8927627103;12.4751152535;1;Via Arenula, 73, 186, ROMA;Via Arenula 73, 00186, Roma;12.475087523169307;41.8929975364995
9161;0;Viale Regina Margherita, 61/63;PIAZZA QUADRATA DEI DR.I MONGARDINI ROBERTO E SULIS MARILENA SNC;10656341004;198;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/07/2017;-;Ordinaria;1;41.8097841716;12.6808425573;1;Viale Regina Margherita, 61/63, 198, ROMA;Viale Regina Margherita 61, 00198, Roma;12.499666994171633;41.91865649486411
9162;0;Viale Pinturicchio, 19/A;SBARIGIA SAS DI SUSANNA SBARIGIA E C.;12597631006;196;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.9236809188;12.5711488039;1;Viale Pinturicchio, 19/A, 196, ROMA;Viale Pinturicchio 19A, 00196, Roma;12.466494000000012;41.93234100000001
