CODSCUOLA;ANNOSCOLASTICO;AREAGEOGRAFICA;CAPSCUOLA;CODICECOMUNESCUOLA;CODICEISTITUTORIFERIMENTO;DENOMINAZIONEISTITUTORIFERIMENTO;DENOMINAZIONESCUOLA;DESCRIZIONECARATTERISTICASCUOLA;DESCRIZIONECOMUNE;DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA;INDICAZIONESEDEDIRETTIVO;INDICAZIONESEDEOMNICOMPRENSIVO;INDIRIZZOEMAILSCUOLA;INDIRIZZOPECSCUOLA;INDIRIZZOSCUOLA;PROVINCIA;REGIONE;SEDESCOLASTICA;SITOWEBSCUOLA;bStatale;Long;Lat;ORDINESCUOLA;ALUNNI
FIMM85801D;201617;CENTRO;50141,0;D612;FIIC85800C;GUICCIARDINI;GUICCIARDINI;NORMALE;FIRENZE;SCUOLA PRIMO GRADO;NO;Non Disponibile;FIIC85800C@istruzione.it;Non Disponibile;VIA R. DE MONTALVO 1;FIRENZE;TOSCANA;SI;www.ic-guicciardini.gov.it;True;11,237205900000001;43,810096;SCUOLA SECONDARIA I GRADO;314
FIEE83701D;201617;CENTRO;50142,0;D612;FIIC83700B;PIRANDELLO;GIORGIO AMBROSOLI;NORMALE;FIRENZE;SCUOLA PRIMARIA;NO;Non Disponibile;FIIC83700B@istruzione.it;Non Disponibile;VIA DI MANTIGNANO 154;FIRENZE;TOSCANA;SI;www.icpirandello.it;True;11,17403;43,78267;SCUOLA PRIMARIA;259
FIEE848021;201617;CENTRO;50129,0;D612;FIIC84800T;PIERACCINI;C. BATTISTI;NORMALE;FIRENZE;SCUOLA PRIMARIA;NO;Non Disponibile;FIIC84800T@istruzione.it;Non Disponibile;VIA IX FEBBRAIO 18;FIRENZE;TOSCANA;SI;www.icpieraccini.net;True;11,25838;43,787;SCUOLA PRIMARIA;131
FIEE84801X;201617;CENTRO;50129,0;D612;FIIC84800T;PIERACCINI;LAVAGNINI;NORMALE;FIRENZE;SCUOLA PRIMARIA;NO;Non Disponibile;FIIC84800T@istruzione.it;Non Disponibile;VIALE LAVAGNINI 35;FIRENZE;TOSCANA;SI;www.icpieraccini.net;True;11,254760300000001;43,7821615;SCUOLA PRIMARIA;226
FIEE84903T;201617;CENTRO;50132,0;D612;FIIC84900N;MASACCIO;ENRIQUES-CAPPONI;NORMALE;FIRENZE;SCUOLA PRIMARIA;NO;Non Disponibile;FIIC84900N@istruzione.it;Non Disponibile;VIALE MATTEOTTI22;FIRENZE;TOSCANA;SI;www.comprensivomasaccio.gov.it;True;11,2659578;43,7800529;SCUOLA PRIMARIA;235
FIMM839025;201617;CENTRO;50121,0;D612;FIIC839003;CENTRO STORICO - PESTALOZZI;CARDUCCI;NORMALE;FIRENZE;SCUOLA PRIMO GRADO;NO;Non Disponibile;FIIC839003@istruzione.it;Non Disponibile;VIALE GRAMSCI 11;FIRENZE;TOSCANA;SI;www.centrostoricopestalozzi.it;True;11,2707739;43,772290600000005;SCUOLA SECONDARIA I GRADO;484
FIEE848032;201617;CENTRO;50139,0;D612;FIIC84800T;PIERACCINI;SALVIATI-VESPUCCI;NORMALE;FIRENZE;SCUOLA PRIMARIA;NO;Non Disponibile;FIIC84800T@istruzione.it;Non Disponibile;VIA BOLOGNESE 168;FIRENZE;TOSCANA;SI;www.icpieraccini.net;True;11,2742874;43,8061338;SCUOLA PRIMARIA;105
FIEE84902R;201617;CENTRO;50135,0;D612;FIIC84900N;MASACCIO;A.DEL SARTO;NORMALE;FIRENZE;SCUOLA PRIMARIA;NO;Non Disponibile;FIIC84900N@istruzione.it;Non Disponibile;VIA S.SALVI14;FIRENZE;TOSCANA;SI;WWW.COMPRENSIVOMASACCIO.GOV.IT;True;11,285855999999999;43,77198;SCUOLA PRIMARIA;201
FIEE83601N;201617;CENTRO;50142,0;D612;FIIC83600G;BARSANTI;EDUARDO DE FILIPPO;NORMALE;FIRENZE;SCUOLA PRIMARIA;NO;Non Disponibile;FIIC83600G@istruzione.it;Non Disponibile;VIA DEI BASSI 3;FIRENZE;TOSCANA;SI;www.icbarsanti.fi.it;True;11,202245699999999;43,7810711;SCUOLA PRIMARIA;261
FIEE83602P;201617;CENTRO;50142,0;D612;FIIC83600G;BARSANTI;MARTIN LUTHER KING;NORMALE;FIRENZE;SCUOLA PRIMARIA;NO;Non Disponibile;FIIC83600G@istruzione.it;Non Disponibile;VIALE ETRURIA 2;FIRENZE;TOSCANA;SI;www.icbarsanti.fi.it;True;11,20318;43,772690000000004;SCUOLA PRIMARIA;266
FIMM839014;201617;CENTRO;50122,0;D612;FIIC839003;CENTRO STORICO - PESTALOZZI;"SCUOLA-CITTA' ""PESTALOZZI""";SPERIMENTALE PER DM;FIRENZE;SCUOLA PRIMO GRADO;NO;Non Disponibile;FIIC839003@istruzione.it;Non Disponibile;VIA DELLE CASINE 9;FIRENZE;TOSCANA;SI;www.centrostoricopestalozzi.it;True;11,265814500000001;43,7681052;SCUOLA SECONDARIA I GRADO;60
FIEE83703G;201617;CENTRO;50142,0;D612;FIIC83700B;PIRANDELLO;CALVINO;NORMALE;FIRENZE;SCUOLA PRIMARIA;NO;Non Disponibile;FIIC83700B@istruzione.it;Non Disponibile;VIA S. MARIA A CINTOIA 8;FIRENZE;TOSCANA;SI;www.icpirandello.it;True;11,1947791;43,780899299999994;SCUOLA PRIMARIA;212
FIMM83601L;201617;CENTRO;50142,0;D612;FIIC83600G;BARSANTI;BARSANTI;NORMALE;FIRENZE;SCUOLA PRIMO GRADO;NO;Non Disponibile;FIIC83600G@istruzione.it;Non Disponibile;VIA LUNGA 94;FIRENZE;TOSCANA;SI;www.icbarsanti.fi.it;True;11,2038604;43,7753886;SCUOLA SECONDARIA I GRADO;303
FIMM812014;201617;CENTRO;50145,0;D612;FIIC812003;GANDHI;PAOLO UCCELLO;NORMALE;FIRENZE;SCUOLA PRIMO GRADO;NO;Non Disponibile;FIIC812003@istruzione.it;Non Disponibile;VIA GOLUBOVICH 4;FIRENZE;TOSCANA;SI;http//www.icsgandhifirenze.gov.it;True;11,1794683;43,79417360000001;SCUOLA SECONDARIA I GRADO;273
FIMM855012;201617;CENTRO;50126,0;D612;FIIC855001;BOTTICELLI;BOTTICELLI;NORMALE;FIRENZE;SCUOLA PRIMO GRADO;NO;Non Disponibile;FIIC855001@istruzione.it;Non Disponibile;VIA GRAN BRETAGNA 58;FIRENZE;TOSCANA;SI;www.icbotticelli.gov.it;True;11,293438400000001;43,7601071;SCUOLA SECONDARIA I GRADO;429
FIEE86001E;201617;CENTRO;50127,0;D612;FIIC86000C;BEATO ANGELICO;COLOMBO;NORMALE;FIRENZE;SCUOLA PRIMARIA;NO;Non Disponibile;FIIC86000C@istruzione.it;Non Disponibile;VIA CORELLI11;FIRENZE;TOSCANA;SI;http//www.dicambiobeatoangelico.it;True;11,2175956;43,7905484;SCUOLA PRIMARIA;348
FIMM86001D;201617;CENTRO;50127,0;D612;FIIC86000C;BEATO ANGELICO;BEATO ANGELICO;NORMALE;FIRENZE;SCUOLA PRIMO GRADO;NO;Non Disponibile;FIIC86000C@istruzione.it;Non Disponibile;VIA LEONCAVALLO 12;FIRENZE;TOSCANA;SI;http//www.dicambiobeatoangelico.it;True;11,2234787;43,7882995;SCUOLA SECONDARIA I GRADO;473
FIEE85301B;201617;CENTRO;50137,0;D612;FIIC853009;COMPAGNI - CARDUCCI;CARDUCCI;NORMALE;FIRENZE;SCUOLA PRIMARIA;NO;Non Disponibile;FIIC853009@istruzione.it;Non Disponibile;VIALE UGO BASSI 24;FIRENZE;TOSCANA;SI;www.istitutocomprensivocompagnicarducci.it;True;11,286593400000001;43,7838273;SCUOLA PRIMARIA;519
FIEE855024;201617;CENTRO;50126,0;D612;FIIC855001;BOTTICELLI;KASSEL;NORMALE;FIRENZE;SCUOLA PRIMARIA;NO;Non Disponibile;FIIC855001@istruzione.it;Non Disponibile;VIA SVIZZERA7/9;FIRENZE;TOSCANA;SI;www.icbotticelli.gov.it;True;11,30118;43,7606;SCUOLA PRIMARIA;469
FIEE812015;201617;CENTRO;50145,0;D612;FIIC812003;GANDHI;DUCA D'AOSTA;NORMALE;FIRENZE;SCUOLA PRIMARIA;NO;Non Disponibile;FIIC812003@istruzione.it;Non Disponibile;PIAZZA I MAGGIO 13;FIRENZE;TOSCANA;SI;http//www.icsgandhifirenze.gov.it;True;11,169847;43,7951026;SCUOLA PRIMARIA;340
FIMM85301A;201617;CENTRO;50137,0;D612;FIIC853009;COMPAGNI - CARDUCCI;COMPAGNI/CARDUCCI;NORMALE;FIRENZE;SCUOLA PRIMO GRADO;NO;Non Disponibile;FIIC853009@istruzione.it;Non Disponibile;VIA SIRTORI 58;FIRENZE;TOSCANA;SI;www.istitutocomprensivocompagnicarducci.it;True;11,2907274;43,78231829999999;SCUOLA SECONDARIA I GRADO;450
FIEE855013;201617;CENTRO;50126,0;D612;FIIC855001;BOTTICELLI;SANDRO PERTINI;NORMALE;FIRENZE;SCUOLA PRIMARIA;NO;Non Disponibile;FIIC855001@istruzione.it;Non Disponibile;VIALE B.CROCE51;FIRENZE;TOSCANA;SI;www.icbotticelli.gov.it;True;11,3047782;43,75033639999999;SCUOLA PRIMARIA;100
FIEE86002G;201617;CENTRO;50127,0;D612;FIIC86000C;BEATO ANGELICO;VAMBA;NORMALE;FIRENZE;SCUOLA PRIMARIA;NO;Non Disponibile;FIIC86000C@istruzione.it;Non Disponibile;VIA GIARDINO DELLA BIZZARRIA;FIRENZE;TOSCANA;SI;http//www.dicambiobeatoangelico.it;True;11,219553900000001;43,7957666;SCUOLA PRIMARIA;223
FIEE854017;201617;CENTRO;50126,0;D612;FIIC854005;PUCCINI;VILLANI;NORMALE;FIRENZE;SCUOLA PRIMARIA;NO;Non Disponibile;FIIC854005@istruzione.it;Non Disponibile;VIALE D.GIANNOTTI 41;FIRENZE;TOSCANA;SI;www.icpuccinifirenze.gov.it;True;11,284632400000001;43,7604652;SCUOLA PRIMARIA;436
FIMM854016;201617;CENTRO;50126,0;D612;FIIC854005;PUCCINI;PUCCINI;NORMALE;FIRENZE;SCUOLA PRIMO GRADO;NO;Non Disponibile;FIIC854005@istruzione.it;Non Disponibile;VIA DEL LARIONE 33;FIRENZE;TOSCANA;SI;www.icpuccinifirenze.gov.it;True;11,279786300000001;43,75639;SCUOLA SECONDARIA I GRADO;356
FIEE841026;201617;CENTRO;50142,0;D612;FIIC841003;MONTAGNOLA - GRAMSCI;"""MONTAGNOLA - ISOLOTTO""";NORMALE;FIRENZE;SCUOLA PRIMARIA;NO;Non Disponibile;FIIC841003@istruzione.it;Non Disponibile;VIA G. DA MONTORSOLI 1;FIRENZE;TOSCANA;SI;www.icmontagnolagramsci.it;True;11,223762599999999;43,7754689;SCUOLA PRIMARIA;392
FIMM840018;201617;CENTRO;;D612;FIIC840007;PIERO DELLA FRANCESCA;PIERO DELLA FRANCESCA;NORMALE;FIRENZE;SCUOLA PRIMO GRADO;NO;Non Disponibile;FIIC840007@istruzione.it;Non Disponibile;VIA BUGIARDINI 25;FIRENZE;TOSCANA;SI;www.icpierodellafrancesca.gov.it;True;11,1953189;43,767627000000005;SCUOLA SECONDARIA I GRADO;272
FIEE854028;201617;CENTRO;50126,0;D612;FIIC854005;PUCCINI;DA FELTRE;NORMALE;FIRENZE;SCUOLA PRIMARIA;NO;Non Disponibile;FIIC854005@istruzione.it;Non Disponibile;VIA CHIANTIGIANA 220;FIRENZE;TOSCANA;SI;www.icpuccinifirenze.gov.it;True;11,296897;43,7394501;SCUOLA PRIMARIA;135
FIEE813033;201617;CENTRO;50127,0;D612;FIIC81300V;AMERIGO VESPUCCI;BARGELLINI;NORMALE;FIRENZE;SCUOLA PRIMARIA;NO;Non Disponibile;FIIC81300V@istruzione.it;Non Disponibile;VIA DI NOVOLI 72;FIRENZE;TOSCANA;SI;www.ics-amerigovespucci.gov.it;True;11,21347;43,79652;SCUOLA PRIMARIA;227
FIEE813022;201617;CENTRO;50145,0;D612;FIIC81300V;AMERIGO VESPUCCI;BARACCA;NORMALE;FIRENZE;SCUOLA PRIMARIA;NO;Non Disponibile;FIIC81300V@istruzione.it;Non Disponibile;VIA DI PERETOLA 292;FIRENZE;TOSCANA;SI;www.ics-amerigovespucci.gov.it;True;11,1900967;43,7955929;SCUOLA PRIMARIA;230
FIEE841015;201617;CENTRO;50142,0;D612;FIIC841003;MONTAGNOLA - GRAMSCI;PETRARCA;NORMALE;FIRENZE;SCUOLA PRIMARIA;NO;Non Disponibile;FIIC841003@istruzione.it;Non Disponibile;VIA CAVALLOTTI 4/6;FIRENZE;TOSCANA;SI;www.icmontagnolagramsci.it;True;11,2350138;43,77306;SCUOLA PRIMARIA;165
FIEE83804C;201617;CENTRO;50125,0;D612;FIIC838007;GALLUZZO;SAURO;NORMALE;FIRENZE;SCUOLA PRIMARIA;NO;Non Disponibile;FIIC838007@istruzione.it;Non Disponibile;VIA MASSAPAGANI26;FIRENZE;TOSCANA;SI;www.icsgalluzzo.it;True;11,228574400000001;43,738428799999994;SCUOLA PRIMARIA;214
FIMM841014;201617;CENTRO;50142,0;D612;FIIC841003;MONTAGNOLA - GRAMSCI;GRAMSCI;NORMALE;FIRENZE;SCUOLA PRIMO GRADO;NO;Non Disponibile;FIIC841003@istruzione.it;Non Disponibile;VIA DEL SANSOVINO 35;FIRENZE;TOSCANA;SI;wwwicmontagnolagramsci.it/home.html;True;11,2261465;43,77452530000001;SCUOLA SECONDARIA I GRADO;221
FIEE813011;201617;CENTRO;50145,0;D612;FIIC81300V;AMERIGO VESPUCCI;BALDUCCI;NORMALE;FIRENZE;SCUOLA PRIMARIA;NO;Non Disponibile;FIIC81300V@istruzione.it;Non Disponibile;VIUZZO DELLA CAVALLA1;FIRENZE;TOSCANA;SI;www.ics-amerigovespucci.gov.it;True;11,1959;43,79486;SCUOLA PRIMARIA;218
FIEE850021;201617;CENTRO;50133,0;D612;FIIC85000T;LE CURE;COLLODI;NORMALE;FIRENZE;SCUOLA PRIMARIA;NO;Non Disponibile;FIIC85000T@istruzione.it;Non Disponibile;VIA MAFFEI 44-46;FIRENZE;TOSCANA;SI;www.iclecure.it;True;11,2735317;43,78955139999999;SCUOLA PRIMARIA;197
FIEE85001X;201617;CENTRO;50133,0;D612;FIIC85000T;LE CURE;BOCCACCIO;NORMALE;FIRENZE;SCUOLA PRIMARIA;NO;Non Disponibile;FIIC85000T@istruzione.it;Non Disponibile;VIA FAENTINA 217;FIRENZE;TOSCANA;SI;www.iclecure.it;True;11,273060000000001;43,7959029;SCUOLA PRIMARIA;127
FIEE84002A;201617;CENTRO;50143,0;D612;FIIC840007;PIERO DELLA FRANCESCA;DON MILANI;NORMALE;FIRENZE;SCUOLA PRIMARIA;NO;Non Disponibile;FIIC840007@istruzione.it;Non Disponibile;PIAZZA CARLO DOLCI 1;FIRENZE;TOSCANA;SI;www.icpierodellafrancesca.gov.it;True;11,2055802;43,768383899999996;SCUOLA PRIMARIA;259
FIEE840019;201617;CENTRO;50143,0;D612;FIIC840007;PIERO DELLA FRANCESCA;GIULIO BECHI;NORMALE;FIRENZE;SCUOLA PRIMARIA;NO;Non Disponibile;FIIC840007@istruzione.it;Non Disponibile;VIA BUGIARDINI 27;FIRENZE;TOSCANA;SI;www.icpierodellafrancesa.gov.it;True;11,1948177;43,7674824;SCUOLA PRIMARIA;324
FIMM84301Q;201617;CENTRO;50124,0;D612;FIIC84300P;OLTRARNO;MACHIAVELLI;NORMALE;FIRENZE;SCUOLA PRIMO GRADO;NO;Non Disponibile;FIIC84300P@istruzione.it;Non Disponibile;VIA DEI CARDATORI 3;FIRENZE;TOSCANA;SI;www.comprensivo-oltrarno.gov;True;11,241912199999998;43,769796899999996;SCUOLA SECONDARIA I GRADO;374
FIMM85001V;201617;CENTRO;;D612;FIIC85000T;LE CURE;CALVINO;NORMALE;FIRENZE;SCUOLA PRIMO GRADO;NO;Non Disponibile;FIIC85000T@istruzione.it;Non Disponibile;VIA MAFFEI 3;FIRENZE;TOSCANA;SI;www.iclecure.it;True;11,2709985;43,7876152;SCUOLA SECONDARIA I GRADO;293
FIEE84302T;201617;CENTRO;50125,0;D612;FIIC84300P;OLTRARNO;TORRIGIANI - FERRUCCI;NORMALE;FIRENZE;SCUOLA PRIMARIA;NO;Non Disponibile;FIIC84300P@istruzione.it;Non Disponibile;VIA DELLA CHIESA81;FIRENZE;TOSCANA;SI;www.comprensivo-oltrarno.gov;True;11,2433734;43,7667529;SCUOLA PRIMARIA;172
FIMM838018;201617;CENTRO;50125,0;D612;FIIC838007;GALLUZZO;VIA SAN BRUNONE;NORMALE;FIRENZE;SCUOLA PRIMO GRADO;NO;Non Disponibile;FIIC838007@istruzione.it;Non Disponibile;VIA SAN BRUNONE 4;FIRENZE;TOSCANA;SI;WWW.ISTITUTOCOMPRENSIVODELGALLUZZO.IT;True;11,229909699999999;43,738170000000004;SCUOLA SECONDARIA I GRADO;302
FIEE838019;201617;CENTRO;50125,0;D612;FIIC838007;GALLUZZO;GALILEO GALILEI;NORMALE;FIRENZE;SCUOLA PRIMARIA;NO;Non Disponibile;FIIC838007@istruzione.it;Non Disponibile;VIA S.MATTEO IN ARCETRI 3;FIRENZE;TOSCANA;SI;www.icsgalluzzo.it;True;11,256179;43,746281;SCUOLA PRIMARIA;83
FIMM84201X;201617;CENTRO;50143,0;D612;FIIC84200V;GHIBERTI;GHIBERTI;NORMALE;FIRENZE;SCUOLA PRIMO GRADO;NO;Non Disponibile;FIIC84200V@istruzione.it;Non Disponibile;VIA DI LEGNAIA 6/8/10;FIRENZE;TOSCANA;SI;www.comprensivoghibertifirenze.it;True;11,2160858;43,7690689;SCUOLA SECONDARIA I GRADO;541
FIEE84301R;201617;CENTRO;50123,0;D612;FIIC84300P;OLTRARNO;NADIA NENCIONI;NORMALE;FIRENZE;SCUOLA PRIMARIA;NO;Non Disponibile;FIIC84300P@istruzione.it;Non Disponibile;VIA MONTEBELLO 68;FIRENZE;TOSCANA;SI;www.comprensivo-oltrarno.gov;True;11,2404465;43,7756958;SCUOLA PRIMARIA;183
FIEE85902B;201617;CENTRO;50127,0;D612;FIIC859008;CALAMANDREI;FANCIULLI;NORMALE;FIRENZE;SCUOLA PRIMARIA;NO;Non Disponibile;FIIC859008@istruzione.it;Non Disponibile;VIA POLICARPO PETROCCHI 17;FIRENZE;TOSCANA;SI;www.iccalamandrei.gov.it;True;11,2266373;43,80808820000001;SCUOLA PRIMARIA;115
FIEE847014;201617;CENTRO;50144,0;D612;FIIC847002;VERDI;GALLIANO-ROSSINI;NORMALE;FIRENZE;SCUOLA PRIMARIA;NO;Non Disponibile;FIIC847002@istruzione.it;Non Disponibile;VIA ROSSINI 25;FIRENZE;TOSCANA;SI;www.icverdifirenze.gov.it;True;11,2384356;43,7836044;SCUOLA PRIMARIA;509
FIEE83803B;201617;CENTRO;50124,0;D612;FIIC838007;GALLUZZO;ACCIAIUOLI;NORMALE;FIRENZE;SCUOLA PRIMARIA;NO;Non Disponibile;FIIC838007@istruzione.it;Non Disponibile;VIA SENESE 109;FIRENZE;TOSCANA;SI;www.icsgalluzzo.it;True;11,238902900000001;43,7520657;SCUOLA PRIMARIA;201
FIEE83802A;201617;CENTRO;50125,0;D612;FIIC838007;GALLUZZO;DAMIANO CHIESA;NORMALE;FIRENZE;SCUOLA PRIMARIA;NO;Non Disponibile;FIIC838007@istruzione.it;Non Disponibile;VIA DI TOZZOLI1;FIRENZE;TOSCANA;SI;www.icsgalluzzo.it;True;11,258799;43,73711489999999;SCUOLA PRIMARIA;102
FIEE839048;201617;CENTRO;50121,0;D612;FIIC839003;CENTRO STORICO - PESTALOZZI;CAIROLI ALAMANNI;NORMALE;FIRENZE;SCUOLA PRIMARIA;NO;Non Disponibile;FIIC839003@istruzione.it;Non Disponibile;VIA DELLA COLONNA 1;FIRENZE;TOSCANA;SI;www.centrostoricopestalozzi.it;True;11,266031300000002;43,774077500000004;SCUOLA PRIMARIA;173
FIEE839037;201617;CENTRO;50122,0;D612;FIIC839003;CENTRO STORICO - PESTALOZZI;VITTORIO VENETO;NORMALE;FIRENZE;SCUOLA PRIMARIA;NO;Non Disponibile;FIIC839003@istruzione.it;Non Disponibile;VIA SAN GIUSEPPE 9;FIRENZE;TOSCANA;SI;www.centrostoricopestalozzi.it;True;11,2645036;43,7681182;SCUOLA PRIMARIA;305
FIEE85901A;201617;CENTRO;50127,0;D612;FIIC859008;CALAMANDREI;MAMELI;NORMALE;FIRENZE;SCUOLA PRIMARIA;NO;Non Disponibile;FIIC859008@istruzione.it;Non Disponibile;VIA ANDREA CORSALI 3;FIRENZE;TOSCANA;SI;www.iccalamandrei.gov.it;True;11,2322706;43,79124470000001;SCUOLA PRIMARIA;375
FIMM847013;201617;CENTRO;;D612;FIIC847002;VERDI;VERDI;NORMALE;FIRENZE;SCUOLA PRIMO GRADO;NO;Non Disponibile;FIIC847002@istruzione.it;Non Disponibile;VIA MONTEVERDI 1/E;FIRENZE;TOSCANA;SI;www.icverdifirenze.gov.it;True;11,235709199999999;43,785028600000004;SCUOLA SECONDARIA I GRADO;510
FIMM859019;201617;CENTRO;50127,0;D612;FIIC859008;CALAMANDREI;CALAMANDREI;NORMALE;FIRENZE;SCUOLA PRIMO GRADO;NO;Non Disponibile;FIIC859008@istruzione.it;Non Disponibile;VIA PANCIATICHI 73;FIRENZE;TOSCANA;SI;www.iccalamandrei.gov.it;True;11,2335911;43,800205;SCUOLA SECONDARIA I GRADO;188
FIMM16500D;201617;CENTRO;50125,0;D612;FIMM16500D;MEDIA ANNESSA EDUC. ANNUNZIATA;MEDIA ANNESSA EDUC. ANNUNZIATA;ANN. A EDUCANDATO;FIRENZE;SCUOLA PRIMO GRADO;NO;Non Disponibile;FIMM16500D@istruzione.it;Non Disponibile;PIAZZALE DEL POGGIO IMPERIALE 1;FIRENZE;TOSCANA;SI;www.poggio-imperiale.it;True;11,2478436;43,7490368;SCUOLA SECONDARIA I GRADO;206
FIEE842022;201617;CENTRO;50143,0;D612;FIIC84200V;GHIBERTI;NICCOLINI;NORMALE;FIRENZE;SCUOLA PRIMARIA;NO;Non Disponibile;FIIC84200V@istruzione.it;Non Disponibile;VIA DI SCANDICCI 20;FIRENZE;TOSCANA;SI;www.comprensivoghibertifirenze.gov.it;True;11,217757800000001;43,769149299999995;SCUOLA PRIMARIA;400
FIEE85601V;201617;CENTRO;50134,0;D612;FIIC85600R;OTTONE ROSAI;MARCONI;NORMALE;FIRENZE;SCUOLA PRIMARIA;NO;Non Disponibile;FIIC85600R@istruzione.it;Non Disponibile;VIA MAYER 5;FIRENZE;TOSCANA;SI;WWW.COMPRENSIVOROSAI.IT;True;11,247846699999998;43,789528600000004;SCUOLA PRIMARIA;386
FIEE84303V;201617;CENTRO;50125,0;D612;FIIC84300P;OLTRARNO;AGNESI;NORMALE;FIRENZE;SCUOLA PRIMARIA;NO;Non Disponibile;FIIC84300P@istruzione.it;Non Disponibile;VIA MAFFIA 21;FIRENZE;TOSCANA;SI;www.comprensivo-oltrarno.gov;True;11,247034;43,7681598;SCUOLA PRIMARIA;99
